Predictor,1,2,3,4
merged_data1,0.0885560767030144,-0.010456073106769,0.0506881756120427,-0.0122973125226915
merged_data2,0.222503022866033,0.211716392346599,-0.242929527770051,0.0361438364986691
merged_data3,-0.379198173039434,-0.052077055711421,-0.0283749957974313,0.694946273794061
merged_data4,-0.296821357662927,0.432520713183234,1.02440904677151,-1.17774393745969
merged_data5,-0.0513828523512022,0.145817351794421,-0.00800712259412191,0.115629358058491
merged_data6,0.166062993561576,0.0374097983676595,-0.000655688121415248,-0.105524806859907
merged_data7,-0.0515701005774568,0.0226494744152515,-0.00780661225027671,0.0405369619871062
merged_data8,-0.503033682435138,0.164758258701257,-0.0103453585113689,-0.201606364487936
merged_data9,0.0629576508430582,-1.22054229747378,1.24310141663045,0.231070704615226
merged_data10,1.22740690332129,-0.932356264183862,-0.373962812030766,0.742749811852763
merged_data11,-0.244536533539598,-0.0422494440849264,0.213926062649995,-0.195528115827297
merged_data12,-0.0562849404712859,-0.0505076322174817,-0.0305477963012734,-0.0472135722679318
merged_data13,-0.369956461348562,-0.311321266617058,-0.0802950578302322,0.46488841921338
merged_data14,0.381151155941272,0.0148948785412867,-0.651248227084785,0.992752662189229
merged_data15,-0.164069682181457,2.2336157299625,-0.99446357774968,-1.22887095480512
merged_data16,-1.12701995746221,0.652105276586772,-0.144010381073181,1.32326309199807
merged_data17,-0.552719796432989,1.72388169739678,-0.224450725667832,-1.38396202264479
merged_data18,0.0446643186081429,-0.123637739844006,0.328211638655344,0.495834106449744
merged_data19,-0.112775058503261,0.106411892751534,1.90108487890695,-2.42145900524395
merged_data20,-0.114549758561665,-2.56998450671732,0.864010439461183,2.61230360368322
merged_data21,1.04064320678233,0.534769194133734,-0.882992423933956,-0.530697619456873
merged_data22,-0.187175044728482,-0.0606085854495646,-0.118753296441961,-0.0105598663681931
merged_data23,-1.0722659523426,-0.0419818444626954,-0.244105325845198,1.59675024446826
merged_data24,0.652990099751746,-0.605514466463946,0.43485514031107,0.0124874317259182
merged_data25,1.70789162486289,-1.14240682625731,-0.124369820283017,-0.0968548133547346
merged_data26,-0.009788267262859,0.420335544725163,-0.704260432238446,0.765596802822125
merged_data27,1.55632151526339,-0.523321689776322,-1.32323413916559,0.886149282395499
merged_data28,-0.198721241610442,0.321762076566305,0.62369041893475,-1.13369407124745
merged_data29,-0.111151874458876,-0.0739118050175664,-0.163347347118202,0.174573018346289
merged_data30,0.135398307641555,0.990465117262138,-0.746827177796005,-0.912326995232563
merged_data31,-3.07887489181134,-0.154181155581397,5.90209342059524,-2.26620307433107
merged_data32,0.379209818735328,-0.836654401133661,0.839668143159068,0.278598633787806
merged_data33,0.193087902202995,-0.166811829247727,0.590103376242675,-0.975688549416208
merged_data34,-0.126954215587429,-0.0949674210083286,-0.0316226955558443,0.240047509975642
merged_data35,-0.0735255526415549,0.100662810087729,-0.236773985303623,-0.0234428099726284
merged_data36,0.0876578540712364,-0.539735774154281,0.495044594478894,0.0351478389869378
merged_data37,1.73807266960661,3.84468791057615,-6.29572022134835,1.69585099023498
merged_data38,-1.4126979337387,2.10159058498944,-1.12513698282128,1.23427968325076
merged_data39,2.37855645168962,-1.68394314044346,1.03942319304135,-1.09930697623516
merged_data40,0.808978995234183,-0.593733888386369,0.94582252976283,0.0135276404743553
merged_data41,-1.695422226166,0.70133867310271,2.02197702817952,-1.44825034876279
merged_data42,1.56310477245038,-0.227399559335026,-0.929753445818814,-0.281355299757368
merged_data43,-0.30286410825868,-1.06464153535307,1.80802861301532,-0.27706462016997
merged_data44,-0.166384791722192,0.774761558789458,-0.877951651532118,0.885602458037721
merged_data45,-0.214548408406203,0.00356889433692376,-0.0593285487850246,-0.213120421182572
merged_data46,0.185418385818031,0.383801435894347,-0.432950489285189,-0.343615037013547
merged_data47,-0.0124893749592714,0.0121909589602726,-0.287306011965379,0.00370462812580574
merged_data48,-0.0918766446564851,-0.217376004701838,0.00100205904870269,-0.172249704845791
merged_data49,0.220057073397802,-0.0648432839986514,-0.364713084040381,0.00978923224490651
merged_data50,-0.0585972746818761,-0.0893622133441555,-0.212764501935581,0.0635702231499023
merged_data51,-0.0684063499975592,-0.280465053139776,0.0835468600633469,-0.187481847849817
merged_data52,-0.419485373692898,-0.355680313009869,0.132340688749209,0.272285468237174
merged_data53,0.0225686689873126,0.0699053237290279,-0.311669166537173,-0.362880444415712
merged_data54,0.0606802171969784,-0.0667791151075653,-0.256994764460789,-0.241636428201742
merged_data55,-0.658034825337398,-0.344662993644002,0.294849047965491,0.490969285990507
merged_data56,0.0769699600894648,-0.3062101632407,-0.0455309697476993,-0.0395242658810705
merged_data57,-0.41282265464146,0.0299257294375136,-0.163115519341183,0.0632884258759271
merged_data58,0.364407190598392,-0.441046845631477,-0.326351655501576,0.437852120495296
merged_data59,-0.0310872460845684,0.191295802262675,-0.506424004689629,0.638651400614259
merged_data60,0.751870746381355,0.355250063466396,-1.15157101573295,-0.0535793160845111
merged_data61,-1.42440859903248,-0.171263498623503,0.851296746493429,0.402876978683319
merged_data62,0.286554846895501,-0.607261555068315,-0.0901519651610896,0.74866761630267
merged_data63,0.292930344544847,0.418617273008091,-0.798863855240635,0.399576105351866
merged_data64,-0.0345033277615871,-0.169929930125503,-0.302054766268711,0.529361556077474
merged_data65,-1.65809287416727,0.756354575917476,0.942670647225998,-0.653145551240839
merged_data66,1.89365584853791,-0.560516808951217,0.921074690344947,-1.89177778489698
