Predictor,1,2,3,4
merged_data1,0.104154407863392,0.303106013315854,-0.0193970522770267,-0.23406549462459
merged_data2,0.0234643686066702,-0.00921395648922813,-0.0644042022772665,0.0440805632454795
merged_data3,-0.148530081105769,0.13644287444101,0.0630636699004875,-0.126640209858993
merged_data4,-0.129061361894684,-0.00288602148177354,0.0599232945303319,-0.00188605098224605
merged_data5,-0.272907872087546,0.142258439593561,0.0720247878465928,-0.0837913695844963
merged_data6,-0.0286778391180699,-0.0662387250087154,0.00879317714532091,0.00220449104860239
merged_data7,-0.0482025237763955,-0.161605101500104,-0.0220326931118229,0.0499607836845098
merged_data8,0.0190394124457127,0.189704106878671,0.0791537457134943,0.231017076383408
merged_data9,0.0896797144767316,-0.206707666282495,-0.0840684439022732,0.120013526079527
merged_data10,0.219998505904546,-0.167196183150087,-0.121898420467691,0.172314205603009
merged_data11,-0.059036056121926,0.0993925207805117,-0.248213820245067,0.235871934021828
merged_data12,-0.371667744523698,0.252738380188317,0.106195789250277,0.12603025718897
merged_data13,0.244236600721036,-0.279826091854686,0.0513496748354689,-0.117996418363793
merged_data14,0.0634042842997886,-0.237732754710168,0.0117513429334236,0.0652324257645343
merged_data15,0.0130877365654948,0.00988180708481487,-0.0141347147722437,-0.00150242306498386
merged_data16,-0.0671930500102433,-0.0206734972375955,0.11655793234777,-0.0299501423250955
merged_data17,-0.137161409560931,0.0345171074133176,0.187277941104786,-0.18634921919972
merged_data18,0.0632144311956921,-0.0234366588614092,0.0138625665769262,0.0516817570304032
merged_data19,0.00192868298185681,0.0491078169861459,-0.0204406660160151,-0.188494336813527
merged_data20,0.0197235170575169,0.0347872821377122,0.02283764862805,0.0279943561117983
merged_data21,-0.0118475370512456,0.0475394244446158,-0.0109850632445126,-0.0188412370258434
merged_data22,-0.0792160448735744,-0.230383595709333,0.150247215101598,0.00279159728624206
merged_data23,-0.247878863464516,-0.151802160221366,0.166081990559035,-0.0396652267947958
merged_data24,-0.164670957008156,0.120961882432191,0.141342514706551,-0.0941398857456482
merged_data25,-0.302349173080988,0.657342539608503,-0.0922666496192234,0.0496835691323564
merged_data26,0.27204136407438,0.384605763406786,-0.159588686648591,-0.255112518983036
merged_data27,0.726123526250859,0.0554299462120849,-0.34001315395437,0.287172044633752
merged_data28,-0.29049974451779,-0.493229039075445,0.102586931669092,0.297728218606416
merged_data29,0.0200913890627436,-0.00653830726104523,-0.00607115757725083,0.0166362347987719
merged_data30,0.123339410926918,0.11889990173327,-0.00868114145254298,-0.060879192810838
merged_data31,-0.260920331120806,-0.854451470602246,0.0914343622684994,0.657874381610182
merged_data32,0.690584063763508,-0.474953697495876,0.0384428427983472,-0.18711995241857
merged_data33,-0.165207401854002,0.0906959713010128,0.600760079173351,-0.926012043103384
merged_data34,-0.252157454057258,0.368186281220843,0.0190661578008035,-0.225242376723423
merged_data35,0.0448999927045807,0.0514338842360025,0.013082731983186,0.0136983008856021
merged_data36,0.0167796806738703,-0.136521829992668,-0.109730937500012,-0.0439355005471887
merged_data37,-0.0463865516121314,0.490410781369172,0.0769348096984882,-0.260018060470993
merged_data38,-0.674948989049582,0.873738874417016,-0.299283688262225,0.38119165405277
merged_data39,-0.549788274800238,-0.539747234198894,0.410189126431466,0.0351275262401945
merged_data40,0.561050087433969,0.026869323051344,-0.230094310812454,0.16930129861476
merged_data41,-0.545425409231609,0.626505756603358,0.220205160422212,-0.349271652267292
merged_data42,0.46061793530068,-1.03456491308737,0.364962963622833,-0.0280124029844741
merged_data43,0.0716995545375824,-0.288273072956134,-0.52460788122021,0.803632790972425
merged_data44,0.54106865614256,0.469509132872243,-0.101261039301292,-0.417352030636064
merged_data45,0.0123088866185813,-0.569546210527045,0.0367369910585536,0.404958748067407
merged_data46,0.22262850824805,-0.0813678756804274,0.0324261263997036,-0.159673076400728
merged_data47,0.0576676710140651,-0.00588041959262463,-0.0114565474700789,0.079550111263678
merged_data48,-0.0767084431625735,-0.0356616050834129,0.0827066484268787,-0.084422435737899
merged_data49,-0.409295626585014,0.653723219481248,-0.0883966675055125,-0.0688016250807278
merged_data50,0.198923246373511,-0.219344301877975,-0.0533869986098649,0.207062318888619
merged_data51,-0.189361383571947,-0.0333272982817971,0.106576339232757,0.0166268263103049
merged_data52,-0.210798011248699,0.570159822303558,-0.107920161332969,-0.0538739480138612
merged_data53,0.156930520796575,-0.0910001429890804,-0.0546675859277704,0.0710376181149385
merged_data54,0.379188484789888,-0.130913153295666,-0.0281658019151681,-0.157303642442207
merged_data55,-0.480755828676994,0.571252058265975,-0.02164799412695,-0.0923442183214855
merged_data56,-0.0189284547412972,0.0151892616151871,-0.00565049491347372,0.0723618228435065
merged_data57,1.06222972191793,-0.367791507996263,-0.382252718291025,0.128490316075125
merged_data58,0.0209929883310517,0.746983995426718,-0.347922682263959,-0.00393317601172399
merged_data59,-0.493618300711749,-0.385556458061019,0.455507886650821,-0.0532252144557283
merged_data60,0.372761772986201,-0.830657782204989,0.24115789364331,-0.193356143466619
merged_data61,0.188617067273446,-0.0313249257881798,0.087042352501391,-0.205827981638537
merged_data62,0.324096122929283,-0.745341370457773,0.188540521634887,-0.311810746985623
merged_data63,-0.336067339164628,0.307658289302685,0.0358512153404838,-0.08026970491038
merged_data64,-0.300599432650863,-0.919173625254943,0.277050102653526,0.0714888309509041
merged_data65,0.172750046327539,0.286158829809975,-0.123554203930529,-0.019756255794016
merged_data66,-0.633985067257251,0.466257855806626,-0.164796357139425,0.462289105284426
