Predictor,1,2,3,4
merged_data1,-0.349289319768553,0.0121302567574463,0.431799566533238,-0.397110338323345
merged_data2,-0.0455754040191822,-0.0317886514885636,0.017226722733518,0.0821928288702163
merged_data3,0.162895839427325,-0.0858785109297432,-0.0155100104935717,0.0701273591821245
merged_data4,0.0448872957985881,0.0475753532472384,0.0545989737445394,-0.232221461051039
merged_data5,0.220341854295818,-0.0764329335948379,-0.101818551529538,0.0797062382204988
merged_data6,0.444504065627573,0.00259109239516189,-0.151454595882487,-0.161847578895967
merged_data7,0.167709572130816,-0.144012705803861,-0.132111419647755,0.272745676658169
merged_data8,0.26668958745613,-0.192137630990846,-0.128976770682684,0.723777478880268
merged_data9,-0.547346421289747,0.424961663403577,-0.202442015525175,0.357971959598752
merged_data10,-0.15129793711155,0.195477427399152,-0.0716977307159866,0.0128274620759549
merged_data11,0.0964502982979524,0.114586407885759,-0.104927711228437,0.302982642564395
merged_data12,-0.114113729689453,0.0890241992416224,0.245356696441847,0.255995068519999
merged_data13,-0.179931038125046,0.162106951894019,-0.00720799652944401,0.0635906976128074
merged_data14,-0.189861336957806,-1.32142400810767,0.705863624365007,0.302013174861284
merged_data15,-0.707221074594541,0.306422544493887,0.532702378560437,-0.7644027268988
merged_data16,0.0584349212099224,0.0340458296510055,0.0214923501213697,0.0331063476559733
merged_data17,-0.0964265078253568,0.12515171882866,-0.0711798061441364,0.00985114418906993
merged_data18,0.382870712762641,-0.17627645511728,0.195779755955211,-0.0184001474290762
merged_data19,0.0377178196054645,0.0931095941803668,0.0805261056482771,0.0968024978360675
merged_data20,0.125398091844394,-0.0466470083061896,0.210886599825993,-0.0729377811419541
merged_data21,-0.345219319944577,0.491714379740903,-0.0324831684416127,-0.00551540595583349
merged_data22,-0.165861684768954,-0.700834377335296,1.05745090228001,0.0252346257503943
merged_data23,0.941380762964837,-1.03901001283323,1.2860047057564,-2.77682517394195
merged_data24,0.208348554628275,-1.88689027388536,0.349584952308989,2.14943767311505
merged_data25,0.17208631126187,1.00676542383859,-1.62671014236171,1.50716629206467
merged_data26,-1.10585082507795,1.28249111025315,-0.328260142743113,0.199061342434566
merged_data27,-1.90235986366663,0.718520591560939,-0.560303067520525,2.42443255287386
merged_data28,0.896799969911707,-1.10727089629365,0.138384750566301,0.396467477396932
merged_data29,-0.97894088101833,2.74631662829509,-0.577628139256308,-2.99483877409918
merged_data30,3.95436307974495,-3.27328720055584,0.245358405819517,-2.05353257979859
merged_data31,-2.56943129548218,-0.620436971244084,2.16529761969885,-0.601257350228787
merged_data32,0.519466261565994,-1.88499137466299,1.70084007915921,-1.1226425348186
merged_data33,2.07157112292983,0.66255528384919,-1.31136340477901,-1.54149467294191
merged_data34,0.391519495783377,-0.0660258267933106,-0.138732521487975,-0.812393271465984
merged_data35,-0.0224704816987934,0.0369924858621163,-0.0449979027559318,0.239483474366471
merged_data36,-1.70120366494659,2.45941552153925,-2.28804724908632,2.43508325370988
merged_data37,-0.81850369901042,2.42624301384445,0.403181208463605,-3.9637064179433
merged_data38,1.15722172763404,-0.196239980154265,-1.90934645762025,2.36857425132727
merged_data39,-0.540659780604739,-0.995105188227955,0.971926889631724,-1.10907481840483
merged_data40,-0.101681391565918,0.0790945368387976,0.217899828299189,-0.00980945572133757
merged_data41,0.721247803315798,-1.41526839238556,0.37753247692304,-0.390157886590961
merged_data42,0.0233229947028692,0.486371210946545,-0.105666822046915,0.339898034130314
merged_data43,0.218326385707501,-0.119971509383839,-0.0675128954147737,0.100436586024617
merged_data44,0.122877529853854,0.454152867188584,-0.423377377642432,0.144226103342025
merged_data45,-0.144246196541613,0.0270850605302345,0.0749741302522952,0.167156480956764
merged_data46,-0.00606120474387986,0.0294139362513537,0.00971591006248235,0.0773461002707968
merged_data47,0.047359695420653,0.00211225121282513,0.00262207811122269,0.0983209344417711
merged_data48,0.0893614553293591,0.0759887029280269,-0.0617770894634702,0.0949911117170394
merged_data49,-0.106210464342945,0.0639745357390672,0.0251675649907868,0.0291629416531155
merged_data50,-0.172450459799554,0.0498746824451844,0.106486773789756,-0.0105773573053184
merged_data51,-0.0036736408096606,0.0438189251514003,-0.00524480691544704,0.0732661428850372
merged_data52,0.00711028791238511,0.0243989723750898,0.00310666412756725,0.0675835520228826
merged_data53,-0.0117289981064148,-0.00615145909225179,0.0309087882211343,0.0643731371249264
merged_data54,-0.075428336920927,-0.080296747201995,0.125721568745866,0.0756777103307643
merged_data55,-0.0230186041863687,0.0109973700296099,0.0237649765785753,0.0663719613409266
merged_data56,0.103743082843133,-0.0129955415495281,0.00635496758543377,0.0313769262193138
merged_data57,-0.012073469757952,-0.0436919114084203,0.0669971523353742,0.0481191311791342
merged_data58,-0.0301987216347695,0.0674419074333058,-0.0122633132974754,0.0760833797738002
merged_data59,-0.0300538489017872,0.0254077243566991,0.00882801796812196,0.0650654824621177
merged_data60,-0.0561657202734928,0.0136418554722951,0.0331188761935565,0.0810506644030192
merged_data61,0.203058338101635,0.0587130637441556,-0.0758457119096145,0.0863578469628589
merged_data62,0.238210438308471,0.0743737267323935,-0.0861434887243182,0.0691700652465617
merged_data63,-0.0741091197155182,0.0220107268655097,0.0388517342214096,0.103594177858495
merged_data64,-0.0236756473345581,0.0254919185902859,-0.00591614501239684,0.0985763213249472
merged_data65,0.174476231795036,0.0231305102798165,-0.0338490408450489,0.060215151712841
merged_data66,-0.147132662876388,0.0173550553532902,0.177453466831461,-0.0307292398528958
